cum	Alexandrum uxor sua, cum simul cubaret, occidit	while she lay in bed with him, Alexander’s own wife killed him
cum	quae cum ita sint	because these things are thus
cum	Socrates, cum facile posset educi e custodia, noluit	although he could easily be led out from prison, Socrates was unwilling
cunctor	inter metum et iram cunctatus	hesitating between fear and wrath
cuncti	cuncta simul egerunt	they drove all things together
cupio	cognitionem iuris consequi cupio	I desire to attain knowledge of justice
cupido	auri cupidine captus est	he was overcome by his desire for gold
cur	quid est cur irascaris?	what is the reason that you are angry?
cura	haec mihi curae sunt	these things are a concern to me
cura	regina gravi iamdudum saucia cura	the queen, now for a long time wounded by a deep love
curo	nihil omnino curo	I care about nothing at all
curo	cura ut valeas	Be well! Take care!
curo	pontem in flumine faciendum curavit	he had a bridge built over the river
curia	legatos in curiam introduxit	he led the ambassadors into the senate-house
curro	lente currite, noctis equi	run slowly, horses of the night
cursus	cursu cum aliquo certare	to compete with someone in running
cursus	cursus honorum	a political career
cursus	naves cursum tenere non poterant	the ships were not able to keep on the course
curvus	curva litora	the curved coast
custodia	tribunus custodiae adpositus	an officer appointed for guarding
custodia	Socrates, cum facile posset educi e custodia, noluit	although he could easily be led out from prison, Socrates was unwilling
damno	aliquem capitis (capite) damnare	to condemn someone to death
do	vitio mihi dant, quod mortem amici graviter fero	they make it a fault of mine that I bear the death of a friend heavily
de	de muro sese deiecerunt	they cast themselves down from the wall
de	imprimis nobis sermo de te fuit	we had a conversation about you especially
debeo	Caesar grandem pecuniam debebat	Caesar was in great debt
debeo	homines qui te et maxime debuerunt et plurimum iuvare potuerunt	the people who especially ought to help you and are most able to help you
decedo	(de) vita decesserunt	they have died
decerno	tumultum esse decrevit senatus	the senate determined that there was rebellion
decerno	decrevit senatus ut statim in Siciliam iret	the senate resolved that he go to Sicily at once
decerno	alicui praemia decernere	to award prizes to someone
decet	oratorem irasci minime decet	it is not at all fitting that an orator become angry
decimus	intra decimum diem quam Romam venerat	within ten days of when he had arrived in Rome
decretum	druidum decretis iudiciisque parent	they obey the decisions and judgments of the druids
decurro	cum ardentibus facibus ad Tiberim decurrerunt	with blazing torches they ran down toward the Tiber
decus	civitatis dignitatem atque decus sustinere	to support the dignity and honor of the state
decus	imperii Romani decus est	he is an ornament to the Roman realm
deditio	in deditionem venerunt	they surrendered
dedo	multos mortales captivos dediderunt	they surrendered many people as prisoners of war
deduco	aliquem mecum Romam deduxi 	I brought someone with me to Rome
desum	animus illis, non copiae defuerunt	their courage was lacking, not their troops
defendo	gladio se a multitudine defendit	he defended himself against the crowd with a sword
defero	Iri, decus caeli, quis te mihi detulit	Iris, ornament of the sky, who sent you down to me?
defero	huc delati portum intravimus	having arrived here, we entered the port
defero	aliquem maiestatis deferre	to accuse someone of high-treason
deficio	socii a nobis defecerunt	our allies abandoned us
deficio	vox eum defecit	his voice failed him
deficio	ignem extremum deficere videbat	he saw the last fire go out
deicio	de muro sese deiecerunt	they cast themselves down from the wall
delecto	aut prodesse volunt aut delectare poetae	poets desire either to benefit or to amuse
deligo	locum castris delegit	he selected a place for camp
demo	nec partem solido demere de die spernit	he does not scorn to take away a part from the entire day
demitto	omnes oculos demiserunt	all lowered their eyes
demum	tunc demum civitas libera erit	then at last the state will be free
denique	quid mihi denique restat?	what still remains for me?
denique	Pergamum, Smyrna, Trallis, tota denique Asia	Pergamum, Smyrna, Trallis, in short, all of Asia
densus	per medium densi populi incessit	she proceeded through the middle of the dense crowd
depello	patris inimicos depulit	he drove out the enemies of his father
depono	difficile est longum subito deponere amorem	it is hard to end an enduring passion suddenly
depono	aurum apud me deposuit	he has entrusted his gold to me
descendo	e curru descendit	he descended from the chariot
desero	se deserto in litore condunt	they hid themselves on a deserted beach
desiderium	desiderium est libido eius, qui non adsit, videndi	desiderium is the desire to see someone who is not present
desino	quidam vivere tunc incipiunt, cum desinendum est	some begin to live at the time when they must stop
destino	tempus locumque ad certamen destinaverunt	they determined a time and place for the contest
destino	consulem aliquem destinare	to appoint someone as consul
deus	hos deos colere debemus	we ought to worship these gods
dexter	dextram (manum) alicui porrigere	to extend one’s right hand to someone
dexter	a dextera (parte)	from the right
dico	dictatorem aliquem dicere	to appoint someone as dictator
dies	Iulia supremum diem obiit	Iulia died
differo	venti vis nubes differt	the force of the wind scatters the clouds
differo	differre aliquem in aliud tempus	to put someone off until another time
differo	hi omnes lingua inter se differunt	they all differ from each other in language
dignitas	in rebus asperis dignitatem retinebat	he was maintaining his dignity in difficult circumstances
dignus	summa laude dignus est	he is worthy of the highest praise
dignus	illae fabulae dignae sunt quae iterum legantur	those stories are worth reading repeatedly
digredior	consules in provincias digrediuntur	the consuls depart for the provinces
digredior	ad id unde digressi sumus regrediamur	let us return to the point where our digression began
dilabor	duce amisso exercitus dilapsus est	with the leader lost, the army dispersed
dilabor	res publica dilabitur	the republic is in decline
dilectus	habuit dilectum in Umbria	he held a draft in Umbria
diligo	uxorem admodum dilexit	he was completely in love with his wife
dimitto	nuntios in omnes partes dimisit	he sent messengers in all directions
dimitto	eos impunitos dimisit	he let them go unpunished
diripio	Pentheum diripuerunt Bacchae	the Bacchae tore Pentheus apart
diripio	Capuam militibus diripiendam permisit	he gave Capua to the soldiers to be plundered
discedo	uxor a Dolabella discessit	Dolabella’s wife left him
disco	magistri dum docent, discunt	while the teachers teach, they learn
discordia	discordia civilis	civil discord
discrimen	omisso discrimine	without discrimination
discrimen	opem mihi ultimo in discrimine tulit	he helped me in extreme danger
dispergo	in omnes partes dispersa est multitudo	the crowd scattered in all directions
dispono	familiares suos in via disposuit 	he stationed his confidants at intervals on the way
dispono	Homeri libros antea confusos disposuit	he arranged the books of Homer, which were previously jumbled
dissero	ea de re disserere aggredior	I am beginning to discuss this matter
dissimulo	clarior res erat quam ut dissimulari posset	the matter was more clear than that it could be hidden
diversus	ut par ingenio, ita morum diversus	although he is equal in ability, yet he is of a different character
diversus	diversos affectus exprimere, flentis et gaudentis	to express contrary feelings: to cry and to rejoice
dives	pauperes notabis nihilo tristiores aut sollicitiores divitibus	you will note that poor men are not at all sadder nor more troubled than rich men
divido	Italia Siciliaque parvo spatio inter se divisae sunt	Italy and Sicily are separated by a short distance
divido	divide et impera	divide and conquer
doceo	magistri dum docent, discunt	while the teachers teach, they learn
doceo	haec ab nuntiis docebantur	these things were told by the messengers
doctus	doctus est et Graecis litteris et Latinis	he is versed in Greek and Latin literature
doleo	oculi spectando dolent	it is painful to watch
doleo	fratris mortem dolet	he lamented the death of his brother
dolor	iustus mihi dolor est adversus deos	I have justifiable resentment toward the gods
dolus	magis virtute quam dolo contendebant	they were fighting with courage more than with trickery
domo	cupiditatem imperii non domuerat	he had not subdued his desire for authority
domesticus	domesticis opibus et externis auxiliis	with native and foreign resources
dominor	dominari illi volunt, vos liberi esse	those men want to be your master, you want to be free
dominatio	superba dominatio tandem oppressa est	finally the tyrannical oppression has ended
dominus	servum hunc domini pauperis esse apparet	it is clear that the servant belongs to a poor master
domus	domi militiaeque	at home and on a campaign
domus	domum eamus	let us go home
dono	poeta laurea donatus est	the poet was presented with a laurel garland
donec	donec eris felix, multos numerabis amicos	as long as you are successful, you will have many friends
donec	silentium fuit, donec consul rediit	there was silence until the consul returned
donum	timeo Danaos et dona ferentes	I fear the Greeks, even bearing gifts
dubito	inter bellum et pacem dubitare	to waver between war and peace
dubito	non dubito quin ad Pisonem scripserit	I do not doubt that he has written to Piso
dubius	dubius sum, quid faciam	I am not sure what I should do
dubius	dubium non est quin fuerint ante Homerum poetae	it is certain that there were poets before Homer
duco	contra patriam exercitum duxit	he led the army against the fatherland
duco	ducunt volentem fata, nolentem trahunt	the fates lead the willing, but they drag the unwilling
duco	sermonibus variis tempus ducemus	we will spend time on various discussions
duco	eos idoneos duximus	we believed them to be suitable
dulcis	miscere utile dulci	to mix useful with pleasant
dum	dum haec geruntur, urbs capta est	while these things were done, the city was captured
dum	abeamus, dum sine periculo licet	let's get going while it's still safe
dum	tu, dum redeo, pasce oves	graze my sheep until I return
dum	exspectemus, dum veniat	let us wait until he comes
dum	oderint, dum metuant	provided that they are afraid, let them hate
duro	ferrum ictibus duravit	he made the iron hard with blows
duro	tantos labores durare non potuit	he was not able to endure such great toils
duro	ad posteros gloria durabit	his glory will be preserved for posterity
durus	animus agrestis ac durus	an uncultured and rough mind
dux	duce amisso exercitus dilapsus est	with the leader lost, the army dispersed
edo	geminum edidit partum	she bore twins
edictum	erat edictum Pompei ut omnes convenirent	there was an edict from Pompeius for all to meet
effero	publico funere elatus est	he received a public burial
effero	easdem res aliis modis efferre possumus	we can express the same thing in different ways
effero	summis laudibus eum extulerunt	they exalted him with the highest praise
efficio	pontem navibus effecit	he built a bridge with ships
efficio	efficiebat ut commeatus sine periculo ad exercitum portari posset	he brought it about so that the provisions could be carried to the army without danger
effugio	ex urbe effugerunt	they fled from the city
effugio	res me effugit	it escapes me
effundo	omnis labor effusus est	every effort has been wasted
effundo	in amorem se effundere	to give in to love
egeo	sapiens eget nulla re	the wise man needs nothing
ego	tacete! plus ego enim quam vos intellego	be silent! for I understand better than you
egredior	eos ex nave egredientes conspexerunt	they saw them disembarking from the ship
emo	domum parvo emit	he bought a home for little money
eo	eo descensum erat	it had descended to that point
eo	haec eo scripsi ut venires	I wrote these things with the intention that you would come
eo	quo plus potestis, eo magis atroces vos praebetis	the more power you have, the more ferocious you become
eo	sic itur ad astra	thus one obtains immortality
epistula	admiratus sum brevitatem epistulae	I was surprised at the brevity of the letter
eques	equus excussit equitem	the horse threw off his rider
equidem	equidem me Caesaris militem dici volui, vos me imperatoris nomine appellavistis	for my part I wished to be called a soldier of Caesar, you have addressed me with the title of commander
equus	equus acer	a fiery horse
ergo	negat haec me filiam suam esse; non ergo haec mater mea est	she denies that I am her daughter: therefore she is not my mother
eripio	filium a morte eripuit	he rescued his son from death
eripio	se hosti fuga eripuerunt	they escaped from the enemy by flight
erro	inter audaces lupus errat agnos	a wolf wanders among reckless lambs
erro	erras, si id credis	you are mistaken, if you believe this
error	inducit imperitos in errorem	he leads the inexperienced men astray
erumpo	erupit cella Iunonis maior humana species	an image, larger than a human, burst forth from the sanctuary of Juno
etiam	tenebat non modo auctoritatem, sed etiam imperium in suos	he was holding not only the authority, but also the command over his own people
etsi	etsi aliqua culpa tenemur, a scelere certe liberati sumus	although we are liable for some fault, we have certainly been absolved from the crime
evado	nimia illa licentia evadet in aliquod magnum malum	that excessive freedom will result in some great disaster
evado	e manibus hostium evasit	he escaped from the hands of the enemy
evenio	forte evenit ut Romae essemus	it happened by chance that we were in Rome
evenio	si quid mihi eveniret	if anything should happen to me
e	exibant ex nave	they disembarked from the ship
e	ex eo tempore	since that time
e	ex hac maxima libertate tyrannis gignitur	as a result of this very great freedom, tyranny arises
exagito	rem publicam seditionibus exagitant	they stirred up the republic with insurrections
excedo	e vita excedere	to die
excedo	summam octoginta milium excessit	it surpassed a total of 80,000
excipio	excepi de antiquis praeter Xenophontem neminem	from the ancients I have excluded no one except Xenophon
excipio	aliquem hospitio excipere	to receive someone with hospitality
excipio	eum insidiis exceptum interfecerunt	they killed him after he was caught by an ambush
excito	dormientes spectatores e somno excitaverunt	they roused the dozing spectators from their sleep
excutio	equus excussit equitem	the horse threw off his rider
exemplum	nobis exemplo fuit ad imitandum	he was an example for us to imitate
exemplum	parricidii exemplum esse intellegebat Agrippina	Agrippina understood that it was a precedent for the murder of a relative
exerceo	armis iuventutem exercere	to train young people in the use of arms
exerceo	odium in aliquem exercere	to direct hatred at someone
exercitus	contra patriam exercitum duxit	he led an army against the fatherland
exigo	anno post Tarquinios exactos	a year after the Tarquinii had been driven out
exigo	ad eas pecunias exigendas legatos misimus	we've sent legates to collect those funds
exigo	ante exactam hiemem	before the end of the winter
exiguus	femina urbem exiguam pretio posuit	the woman has founded a small city for money
eximo	dissimulationem nox exemerat	the night had removed their deception
existimo	Druidum disciplina in Galliam translata esse existimatur	it is believed that the teaching of the Druids was brought into Gaul
exitium	in exitium ruere	to rush to one’s destruction
exitus	septem exitus e domo fecerat	he had made seven exits out of his home
exitus	Catilina exitum rei publicae moliebatur	Catiline was working on the destruction of the republic
expedio	expedior inter flammas et hostem	I make my way through flames and the enemy
expedit	omnibus bonis expedit salvam esse rem publicam	the well-being of the republic is in the best interest of all good men
expello	hostes finibus expulerunt	they have expelled the enemies from their territory
experior	vim veneni in servo experti sunt	they have tested the strength of the poison on a slave
experior	ut frequenter experti sumus	as we have experienced repeatedly
expers	vis consilii expers	senseless violence
expleo	ultione et sanguine se explebant	they satisfied themselves with bloody revenge
exploro	apud se explorabat, an expediret sibi consilium	he was ascertaining by himself whether the advice was useful for him
exploro	mihi exploratissimum est Lentulum consulem futurum	I am absolutely certain that Lentulus will become consul
expono	milites ex navibus exposuit	he disembarked the soldiers from the ships
expono	rem breviter exposuit	he explained the matter briefly
exprimo	confessionem cruciatu expresserunt	they extracted the confession with torture
exquiro	exquisivit numquid scelus commissum esset	he examined if a crime had been committed
exsequor	cur non omnes fatum illius exsecuti sumus?	why did we all not pursue his fate?
exsequor	exsequi consulis officia et munera	to fulfill the duties and tasks of a consul
exsisto	ex hac nimia licentia exsistit tyrannus	a tyrant arises from this excessive freedom
exspecto	Antonius exspectabat quidnam esset actura	Antonius was waiting to see what she would do
exspecto	multis de causis maiorem Galliae motum exspectat	for many reasons he was expecting greater rebellion in Gaul
exstinguo	ea quae antea scripserat, exstinxit	he has destroyed those things, which he had written earlier
externus	domesticis opibus et externis auxiliis	with native and foreign resources
exterreo	eo aspectu exterrita clamorem sustulit	she shrieked, terrified at that sight
exterus	apud exteras nationes	among foreign peoples
exterus	in extrema fere parte epistulae	nearly at the end of the letter
extollo	alte cruentum ensem extollit	he raised high the bloody sword
extollo	aliquem ad caelum extollere	to extol someone to the sky
fabula	illae fabulae dignae sunt quae iterum legantur	those stories are worth reading repeatedly
facio	aliquem heredem facere	to appoint someone as heir
facio	copiam facere dicendi	to give an opportunity for speaking
facio	dubius sum quid faciam	I am not sure what I should do
facies	antequam Vesuvius faciem loci verteret	before Vesuvius changed the appearance of the place
facies	facies homini tantum; ceteris os aut rostra	only humans have faces; the remaining beings have a mouth or a beak
facilis	facilis feminarum credulitas ad gaudia	women easily find delights credible
facinus	magnum et memorabile facinus	a great and memorable deed
facinus	facinus est vincire civem Romanum, scelus verberare	it is a crime to arrest a Roman citizen, an atrocity to beat one
factio	haec inter bonos amicitia est, inter malos factio	among good men this is friendship, among bad men, a faction
factum	maiorum bene facta	the brave deeds of our ancestors
fallo	fallit me	it escapes me
fallo	Graecorum ingenia ad fallendum parata sunt	the Greeks by nature tend toward deception
falsus	falsis criminibus eum petivit	he assailed him with false accusations
fama	aliquid fama accipere	to learn something from a report
fama	illi turpis vita integra fama potior fuit	for him a shameful life was preferable to an unsullied reputation
familia	pater familias	master of the household
familia	Orgetorix familiam suam coegit	Orgetorix gathered his servants
familiaris	rem familiarem administrare	to manage family affairs
familiaris	familiarisne est? Immo alienissimus	is he a good friend? On the contrary, a perfect stranger
for	mihi copiam dederunt fandi	they gave me an opportunity to speak
fas	sicut ius fasque est	as is in accordance with human and divine law
fas	si hoc fas est dicere	if it is right to say this
fateor	se id amici causa fecisse fatetur	he admits that he did it for a friend
fatigo	neque insomniis neque labore fatigabatur	he was tired out neither by insomnia nor toil
fatum	fatum appello ordinem seriemque causarum	I recognize fate as the order and succession of causes
fauces	Corinthus posita est in faucibus Graeciae	Corinth lies at the entrance of Greece
fax	cum ardentibus facibus ad Tiberim decurrerunt	with blazing torches they ran down toward the Tiber
felix	donec eris felix, multos numerabis amicos	as long as you are successful, you will have many friends
fera	neque homini neque ferae parcunt	they spare neither man nor beast
fere	tertia fere vigilia	in about the third watch
fere	homines fere libenter id quod volunt credunt	for the most part people gladly believe what they want
ferox	Aequorum gens ferox	the warlike tribe of the Aequi
ferox	robore corporis stolide ferox	brutishly taking pride in physical strength
fero	quae fors feret, feremus	what chance brings, we shall bear
fero	is Amulium regem interfecisse fertur	he is said to have killed King Amulius
ferrum	ferrum ictibus duravit	he made the iron hard with blows
ferus	homines feri atque barbari	savage and uncivilized men
fessus	somnus fessos artus complectitur	sleep enfolds their wearied limbs
festino	dies noctesque festinare	to hurry about for days and nights
festus	festus dies	holiday
fides	fidem maiorem tibi habui quam paene ipsi mihi	I almost had more faith in you than in myself
fides	exemplum antiquae probitatis et fidei	a model of ancient honesty and reliability
fides	pro vetere ac perpetua erga populum Romanum fide	on account of long-standing, uninterrupted loyalty to the Roman people
fides	se in fidem populi Romani permiserunt	they surrended themselves into the protection of the Roman people
fio	senatui suasit ne pax cum Poenis fieret	he urged the senate not to make peace with the Carthaginians
fio	ut fieri solet	as it usually happens
fio	fieri non potest, quin eos oderim	it is not possible but that I hate them (I must hate them)
figo	hunc hasta fixit	he pierced him with a javelin
figura	in plures transire figuras	to change into several shapes
filius	filium a morte eripuit	he rescued his son from death
fingo	Alexander a Lysippo fingi volebat	Alexander wanted his likeness to be made by Lysippus
fingo	ficta loqui	to tell lies
finio	sic Tiberius finivit	thus Tiberius died
finio	senatusconsulto diebus XXX luctus est finitus	the period of mourning has been limited to thirty days by a decree of the senate
finis	incertum est finem vitae sponte an fato impleverit	it is uncertain whether he died by suicide or natural causes
finis	haud procul Argivorum fine castra posuit	he set up camp not at all far from the Argive border
finis	hostes finibus expulerunt	they have expelled the enemies from their territory
firmus	idem velle atque idem nolle, ea demum est firma amicitia	to want and not want the same things, this indeed is firm friendship
flagitium	stupra et adulteria et omne tale flagitium	debaucheries, adulteries, and every such outrage
flamma	cuncto concepit corpore flammam	his entire body caught fire
flavus	arva flava	golden fields
flecto	desine fata deum flecti sperare precando	stop hoping that the decrees of the gods will be changed by prayer
fleo	amissum fratrem fleo	I lament the loss of my brother
flos	flore aetatis	in the flower of his youth
fluctus	rerum fluctibus in mediis	in the middle of turbulent affairs
fluo	fluxit in terram Remi cruor	the blood of Remus flowed into the ground
flumen	flumine secundo aut adverso	downstream or upstream
foedus	pacem ac foedera faciamus	let us make a peace treaty
foedus	foedus Veneris	sexual union
foedus	foede perierunt	they have perished in a dreadful manner
folium	spargite humum foliis	sprinkle the ground with leaves
fons	is fons mali fuit	that was the source of evil
fores	consecutus est me usque ad fores	he followed me all the way to the door
forma	animus me fert mutatas dicere formas	my soul is inclined to speak of changed forms
forma	puer insigni forma	a boy of remarkable beauty
formido	Stoici definiunt formidinem metum permanentem	The Stoics define ‘terror’ as a permanent fear
fors	quae fors feret, feremus	what chance brings, we shall bear
forte	forte evenit ut Romae essemus	it happened by chance that we were in Rome
fortis	fortes fortuna adiuvat	fortune favors the brave
fortuitus	fortuitos sermones iecit	he made casual remarks
fortuna	heu, Fortuna, quis deus te crudelior?	ah, Fortuna, what god is crueler than you?
fortuna	fortuna secunda et adversa	good and bad luck
forum	Forum Romanum	the main public space in Rome
forum	ut primum forum attigi	when I first applied myself to public affairs
foveo	res alicuius fovere	to support someone
fragilis	fragilem ratem pelago commisit	he entrusted a flimsy ship to the sea
frango	animos hostium frangere	to demoralize the enemy
frater	fratris mortem dolet	he lamented the death of his brother
fraus	fraudi imponere aliquam speciem iuris	to impose an appearance of justice upon fraud
fremo	fremunt venti, fremit mare	the winds howl, the sea roars
fremo	omnes fremuerunt	all murmured (in agreement or disapproval)
frenum	frenos dare equo 	to give a horse the reins
frequens	Drusi vocatu senatus frequens in curiam venit	the senate came into the senate building in great numbers at Drusus’ behest
frequens	erat ille Romae frequens	he was frequently at Rome
fretum	fretum Siciliae	the Straits of Messina
frigidus	fons luce diurna frigidus et calidus nocturno tempore	a spring cold by the light of day and warm at night time
frigus	propter frigora frumenta matura nondum erant	because of the cold the corn was not yet ripe
frons	frondibus laeti colles	hills rich with vegetation
frons	a fronte atque ab utroque latere	from the front and from both sides
fruor	rure frui	to delight in the country
frumentum	frumento exercitum intercludere	to block off an army from their grain supply
frustra	frustra magistratum petebat	he sought the office in vain
frustra	frustra ac sine causa aliquid facere	to do something groundlessly, without reason
frux	fruges in agris nondum maturae erant	the produce in the fields was not yet ripe
fuga	se fugae mandaverunt	they took their chances on flight
fuga	Themistoclis fuga et reditus	Themistocles' exile and return
fugio	fugit tempus	time flies
fulgeo	fulgent in armis	they shine in their armor
fulmen	ictu fulminis Phaethon periit	Phaethon was slain by a lightning strike
fundo	lacrimas fundere	to shed tears
fundo	exercitum fundere atque fugare	to rout an army and put it to flight
fungor	officio functus	after he performed the service
funus	post tot funera vinco	after so many deaths I am victorious
funus	publico funere elatus est	he received a public burial
furo	insanit atque furit	he is completely mad
furor	scelus ac furor Catilinae	the crime and madness of Catiline
gaudeo	aliquid magnum agere gaudet	he is delighted to do something great
gaudeo	gaude quod spectant oculi te mille loquentem	be pleased that a thousand eyes are watching you while you speak
gaudium	facilis feminarum credulitas ad gaudia	women easily find delights credible
geminus	geminum edidit partum	she bore twins
gemitus	dat tellus gemitum	the earth groaned
gens	gens Iulia	the clan of the Julii
gens	ubi gentium?	where in the world?
genus	nobili genere nati sunt	they are of noble birth
genus	genus hominum mobile et infidum	a fickle and treacherous race of men
gero	quonam modo geram me adversus Caesarem?	how shall I behave myself in front of Caesar?
gero	bellum gerere	to wage war
gero	res gestae	things done, accomplishments
gero	dum haec geruntur, urbs capta est	while these things were done, the city was captured
gigno	ex hac maxima libertate tyrannis gignitur	as a result of this very great freedom, tyranny arises
glacies	sol glaciem dissolvit	the sun melts the ice
gladius	gladio se a multitudine defendit	he defended himself against the crowd with a sword
glaeba	terra antiqua potens armis atque ubere glaebae	an ancient land powerful due to its arms and the fertility of its soil
gloria	ad posteros gloria durabit	his glory will be preserved for posterity
gradus	omnes aetatis gradus recordor tuae	I remember every stage of your life
gramen	prostrati in gramine molli	lying prostrate on the soft grass
grandis	Caesar grandem pecuniam debebat	Caesar was in great debt
gratia	Roscius gratia hominum multorum florebat	Roscius enjoyed the favor of many men
gratia	immortales ago tibi gratias	I give eternal thanks to you
gratia	occisus est praedae gratia	he was killed in a robbery
gratus	donec gratus eram tibi	while I was pleasing to you
gravis	vir gravis	a venerable man
gurges	apparent rari nantes in gurgite vasto	here and there swimmers appear in the vast whirlpool
habena	equo immisit habenas	he gave the horse the reins
habeo	nihil habeo quod ad te scribam	I have nothing to write to you
habeo	scire cupio quomodo res se habeat	I want to know how you are
habeo	pericula vilia habere imperavit	he ordered them to consider dangers insignificant
habito	non prope me, sed paene mecum habitavit	he did not live near me, but he almost lived with me
habitus	morbus est habitus corporis contra naturam	sickness is an unnatural condition of the body
haereo	vox faucibus haesit	his words caught in his throat
haurio	pectora ferro hausit	he pierced his chest with a sword
hedera	caput hedera cinctum	his head encircled by ivy
herba	latet anguis in herba	a snake lurks in the grass
hiberna	tres legiones ex hibernis educit	he leads three legions out from their winter-quarters
hic	hic, quantum in bello fortuna possit, cognosci potuit	here one could learn how much chance is a factor in war
hiems	ante exactam hiemem	before the end of the winter
hinc	hinc Romam profecti sumus	from here we moved on to Rome
hinc	hinc accidit dubitatio	because of this doubt arose
homo	animal providum et sagax est homo	man is a prudent and wise being
honestus	Aetoli latrocinari honestum putant	the Aetolians believe that it is honorable to be a bandit
honestus	honesto loco natus	born of a noble family
honor	medius ex tribus sedebat, quod apud Numidas honori ducitur	he sat in the middle of the three, which is said to be an honor among the Numidians
honor	cursus honorum	a political career
hora	hora quarta reliquas legiones misit	at the fourth hour he sent the remaining legions
horridus	dicam horrida bella	I shall speak about terrible wars
hortor	hortatur eos ne animis deficiant	he encourages them not to lose heart
hospes	non hospes ab hospite tutus erat	the host was not safe from the guest
hostis	fas est et ab hoste doceri	it is right to learn from the enemy as well
huc	huc accedit quod Sulla exercitum luxuriose habuerat	add to this that Sulla had handled his army with much extravagance
huiusmodi	huiusmodi verba disseruit	he spoke words of this sort
humanus	humano cultu digniora loca	an area more suitable for human habitation
humanus	Scipio, homo humanissimus	Scipio, a very cultured man
humilis	humiles laborant, ubi potentes dissident	when those in power disagree, the lowly suffer
humus	humi iacebant	they lay on the ground
iacio	corripit hastam et iacit 	he snatches the spear and throws it
iacio	fortuitos sermones iecit	he made casual remarks
iacto	inter spem metumque iactari	to hesitate between hope and fear
iacto	genus et proavos iactare	to boast of family and ancestors
iam	iamne abis?	are you going away now?
iam	caedes inde, non iam pugna erat	after that it was no longer a battle, but slaughter
iam	iam faciam quod vultis	now I will do what you want
ibi	ubi non sum, ibi est animus	where I am not, there is my spirit
ictus	ictu fulminis Phaethon periit	Phaethon was slain by a lightning strike
idem	vir fortis idemque philosophus	a brave man and at the same time a philosopher
idoneus	perferendis militum mandatis idoneus habebatur	he was considered suitable to carry out the commands of the soldiers
ignarus	ignarus litterarum	unskilled in letters
ignavia	socordiae sese atque ignaviae tradiderunt	they gave themselves over to folly and laziness
ignis	rapidus ignis	consuming fire
ille	Vergilius, ille summus poeta	Vergil, that most distinguished poet
illustris	nox sideribus illustris	a night lighted up by stars
illustris	ex familia vetere et illustri	from an old and distinguished family
imago	imagines maiorum	ancestral images
imago	in somnis inhumati venit imago coniugis	the image of my unburied husband appears in my dreams
imbellis	maior exercitus erat, sed imbellior	the army was greater, but less fit for war
imber	tecto imbris vitandi causa successit	he went under the roof the the sake of avoiding the rain
immanis	vasta ac immanis belua	a vast and enormous beast
immensus	in mari immenso vehimur	we are borne on the boundless sea
immineo	caelum quod imminet orbi	the sky which hangs over the earth
immineo	imminent duo reges toti Asiae	two kings threaten all of Asia
immitto	corpus immisit in undas	They threw their body into the waves
immitto	equo immisit habenas	he gave the horse the reins
immo	familiarisne est? Immo alienissimus	is he a good friend? On the contrary, a perfect stranger
immo	simulacra deorum, immo dei ipsi ablati sunt	the images of the gods, nay rather the gods themselves were stolen
impedimentum	pudor ad dicendum impedimento fuit	sense of shame was an impediment to speaking
impedimentum	ad carros suos et impedimenta se contulerunt	he went back to his own baggage and wagons
impedio	impediti sunt ne triumpharent invidia paucorum	they were hindered from celebrating a triumph by the envy of a few
impedio	aetas non impedit quominus litterarum studia teneamus	age does not hinder us from maintaining the study of letters
impello	levis aura impulit ratem 	a light breeze propelled the craft 
impero	pericula vilia habere imperavit	he ordered them to consider dangers insignificant
impero	Caesar suis imperavit ne tela reicerent	Caesar commanded his men not to throw back the spears
impero	equites civitatibus imperavit	he ordered the towns to supply cavalry
imperator	aliae sunt legati partes atque imperatoris	the duties of a legate are distinct from those of a general 
imperium	sub imperium populi Romani redacti sunt	they were brought under the command of the Roman people
imperium	esse in imperio	to be in command
imperium	Ciliciam ad imperium populi Romani adiunxit	he added Cilicia to the dominion of the Roman people
impetus	infestis signis impetum fecerunt	with hostile standards they made an attack
impetus	impetu magis quam consilio	on an impulse more than with deliberation
impleo	implevit mero pateram	he filled the bowl with unmixed wine
impono	haec super imposuit liquidum aethera	above these things he placed the clear sky
impono	stipendium victores victis imponere solent	victores are accustomed to impose tribute on the conquered
impotens	homo impotentissimus, ardens odio	a most headstrong man, burning with hate
imprimis	imprimis nobis sermo de te fuit	we had a conversation about you especially
improbus	improbi hominis est mendacio fallere	it is characteristic of a wicked man to deceive with falsehood
improvisus	hostis improvisus adest	an unforeseen enemy is present
impune	talia facinora impune suscepisse parum habuerunt	they did not think it was enough to have undertaken such crimes with impunity
in	in urbe habitare	to dwell in the city
in	dein Capuam pervenit, in oppidum magnum	then he arrived in Capua, a great town
in	Ciceronis orationes in Verrem	the orations of Cicero against Verres
inanis	naves inanes ad eum remittebantur	the ships were returned to him empty
inanis	inania verba	empty words
inanis	homo inanis et regiae superbiae	a vain man and as arrogant as a king
incedo	incedunt per ora vestra magnifici	they march boastfully before your faces
incedo	cura patribus incessit	a care befell the fathers
incendo	iuventutem ad facinora incendit	he incites the youth to crimes
incendium	frumentum incendio corruperunt	they destroyed the grain with fire
inceptum	iuventus pleraque Catilinae inceptis favebat	a large part of the youth favored Catiline's undertakings
